,Identifiant,target
3643,15251,0
3644,7775,0
3645,12810,0
3646,19524,0
3647,12037,0
3648,8775,0
3649,17231,0
3650,10783,0
3651,5814,0
3652,7761,1
3653,24,1
3654,7422,0
3655,9795,0
3656,3912,0
3657,8544,1
3658,13611,0
3659,7497,0
3660,8871,0
3661,4300,0
3662,3527,1
3663,12589,0
3664,7407,0
3665,3243,0
3666,4982,0
3667,5927,1
3668,4488,0
3669,4122,0
3670,18191,0
3671,5925,0
3672,11277,0
3673,17003,1
3674,5525,0
3675,16393,0
3676,1205,0
3677,8859,1
3678,7576,1
3679,10779,0
3680,3300,0
3681,16678,0
3682,13979,1
3683,16499,0
3684,807,1
3685,5076,0
3686,15103,0
3687,8394,0
3688,1400,0
3689,14465,0
3690,14484,1
3691,5168,0
3692,2346,1
3693,9776,1
3694,13993,0
3695,17682,0
3696,6612,0
3697,2500,0
3698,17733,1
3699,14252,0
3700,12445,0
3701,601,0
3702,9918,0
3703,5317,1
3704,4805,0
3705,17263,0
3706,10286,1
3707,150,0
3708,9424,1
3709,16169,0
3710,7945,0
3711,4252,1
3712,10228,0
3713,17409,0
3714,7466,0
3715,6723,1
3716,5575,0
3717,18612,0
3718,1863,0
3719,14886,1
3720,11628,0
3721,13977,0
3722,4297,0
3723,7784,1
3724,5439,0
3725,6598,0
3726,3528,0
3727,17429,0
3728,15345,0
3729,18829,1
3730,18770,1
3731,10123,0
3732,5863,0
3733,9988,0
3734,5170,0
3735,14326,1
3736,18385,0
3737,6479,0
3738,15603,0
3739,18759,0
3740,18546,1
3741,12580,0
3742,11156,0
3743,4882,0
3744,11755,0
3745,13764,0
3746,7745,0
3747,15050,0
3748,2552,0
3749,19901,0
3750,4809,1
3751,4160,0
3752,14560,0
3753,14512,1
3754,9439,1
3755,10503,0
3756,8158,1
3757,8217,0
3758,11439,1
3759,1492,1
3760,12721,0
3761,11420,1
3762,7814,0
3763,9420,0
3764,14749,0
3765,18607,0
3766,17798,0
3767,12846,1
3768,16132,1
3769,12515,1
3770,2143,0
3771,1619,0
3772,11698,0
3773,15032,1
3774,3513,0
3775,12313,0
3776,6686,0
3777,19052,0
3778,16941,0
3779,1898,0
3780,13401,1
3781,18878,0
3782,3897,1
3783,10235,0
3784,14849,1
3785,5154,0
3786,10377,0
3787,10551,0
3788,17797,0
3789,6922,0
3790,6657,0
3791,7541,1
3792,1556,1
3793,2650,0
3794,1892,0
3795,2065,0
3796,8434,1
3797,793,0
3798,4913,0
3799,3986,1
3800,12583,1
3801,6440,0
3802,8609,0
3803,3234,0
3804,6565,0
3805,1550,0
3806,2559,0
3807,8057,1
3808,4027,0
3809,3957,0
3810,6380,0
3811,16479,0
3812,14708,0
3813,15263,1
3814,15356,0
3815,11995,1
3816,11210,0
3817,8160,0
3818,19449,0
3819,1253,0
3820,17239,1
3821,16800,0
3822,1186,0
3823,11715,1
3824,12544,0
3825,14594,0
3826,404,1
3827,13072,0
3828,12496,0
3829,12166,0
3830,18081,1
3831,9613,1
3832,1615,0
3833,1357,0
3834,13390,0
3835,63,1
3836,6238,0
3837,10343,0
3838,1237,0
3839,17914,1
3840,11933,0
3841,18451,0
3842,13541,0
3843,10180,0
3844,16478,0
3845,9208,0
3846,4537,0
3847,11598,0
3848,19859,1
3849,1609,0
3850,11188,0
3851,2185,0
3852,1875,0
3853,5472,0
3854,510,0
3855,18674,0
3856,5162,0
3857,4906,0
3858,11084,1
3859,1143,0
3860,17358,0
3861,18744,0
3862,5512,0
3863,9254,0
3864,16842,1
3865,3868,1
3866,12992,0
3867,9568,0
3868,9284,0
3869,939,0
3870,17293,0
3871,14884,1
3872,8215,0
3873,1469,0
3874,9262,0
3875,11686,0
3876,9828,0
3877,860,0
3878,14157,1
3879,10991,1
3880,6495,0
3881,7174,0
3882,11831,0
3883,17624,1
3884,10695,0
3885,535,0
3886,3449,0
3887,10112,0
3888,14738,0
3889,6660,0
3890,19814,1
3891,11839,1
3892,6542,0
3893,18382,0
3894,6755,0
3895,33,0
3896,17198,0
3897,283,0
3898,3558,0
3899,1126,0
3900,13010,0
3901,19932,0
3902,14011,0
3903,11518,0
3904,15579,1
3905,6654,1
3906,1233,1
3907,10819,0
3908,18613,1
3909,12360,0
3910,17915,1
3911,7816,0
3912,15876,0
3913,4601,1
3914,18851,0
3915,14123,0
3916,2060,0
3917,6996,1
3918,11748,0
3919,9582,0
3920,2191,0
3921,17983,0
3922,18655,0
3923,6428,0
3924,12522,0
3925,17457,0
3926,6807,0
3927,9372,0
3928,8729,0
3929,15649,0
3930,17935,0
3931,5823,0
3932,6493,0
3933,18151,0
3934,3795,0
3935,19095,1
3936,5771,0
3937,14940,0
3938,10952,0
3939,2284,0
3940,7001,1
3941,434,1
3942,6960,0
3943,1046,0
3944,4342,0
3945,16722,0
3946,5425,0
3947,10134,0
3948,942,0
3949,14854,0
3950,16983,0
3951,7885,0
3952,2059,0
3953,18711,1
3954,8235,0
3955,1927,0
3956,3653,0
3957,914,0
3958,1453,1
3959,4608,0
3960,2779,0
3961,7008,0
3962,11102,0
3963,19081,1
3964,35,0
3965,11535,0
3966,3317,0
3967,13101,0
3968,1589,0
3969,14041,1
3970,13694,1
3971,15477,0
3972,17292,0
3973,17763,0
3974,5702,0
3975,6586,0
3976,3918,0
3977,12136,0
3978,16677,1
3979,15697,0
3980,15689,0
3981,11052,0
3982,8671,0
3983,16869,1
3984,11317,0
3985,14327,0
3986,12590,0
3987,530,0
3988,2540,0
3989,4595,0
3990,2370,0
3991,18871,0
3992,14850,0
3993,4383,0
3994,18125,0
3995,2793,0
3996,4951,0
3997,14411,0
3998,2825,1
3999,1572,0
4000,50,0
4001,7121,1
4002,3264,0
4003,17774,0
4004,15316,0
4005,903,0
4006,837,0
4007,14195,0
4008,13399,0
4009,11897,0
4010,10814,0
4011,14930,0
4012,5126,0
4013,19423,1
4014,9544,1
4015,11234,0
4016,10283,0
4017,770,0
4018,5433,1
4019,5899,0
4020,16669,0
4021,4306,0
4022,18357,0
4023,19899,0
4024,9595,1
4025,14593,0
4026,16988,0
4027,15631,0
4028,10536,0
4029,6585,0
4030,4440,0
4031,11059,0
4032,9160,0
4033,8759,0
4034,14298,1
4035,13802,1
4036,9716,0
4037,12034,0
4038,10309,1
4039,14587,0
4040,4833,1
4041,19882,0
4042,18602,0
4043,14989,0
4044,15581,0
4045,5028,0
4046,11391,0
4047,19339,0
4048,14110,0
4049,3284,0
4050,16805,1
4051,4417,0
4052,18675,0
4053,6745,1
4054,2008,0
4055,680,0
4056,2877,0
4057,12285,0
4058,15596,0
4059,16970,0
4060,5764,0
4061,15388,0
4062,17226,0
4063,12143,0
4064,19070,0
4065,14975,1
4066,12675,1
4067,14338,0
4068,18311,1
4069,5247,0
4070,5965,0
4071,19462,0
4072,17162,0
4073,7839,0
4074,3688,0
4075,12409,1
4076,19126,0
4077,5428,0
4078,2916,0
4079,18215,0
4080,8539,1
4081,14704,0
4082,12017,0
4083,6530,0
4084,1830,0
4085,14959,1
4086,13649,0
4087,19316,0
4088,1048,0
4089,14676,0
4090,11400,1
4091,7341,0
4092,15097,1
4093,9403,1
4094,4566,0
4095,14745,0
4096,3407,1
4097,1899,0
4098,3741,0
4099,6090,1
4100,378,1
4101,11534,0
4102,1114,0
4103,17740,0
4104,4740,1
4105,16703,0
4106,9915,0
4107,3669,0
4108,11583,0
4109,10532,1
4110,15637,0
4111,2630,0
4112,19006,1
4113,18700,0
4114,3574,1
4115,17761,0
4116,6013,0
4117,647,1
4118,4290,1
4119,16348,0
4120,17094,0
4121,11789,0
4122,3515,0
4123,18574,0
4124,5404,0
4125,5917,0
4126,16939,0
4127,10067,0
4128,4784,0
4129,5464,0
4130,3947,1
4131,11927,1
4132,18037,0
4133,16228,1
4134,19341,0
4135,8601,0
4136,8024,0
4137,672,1
4138,1877,0
4139,14982,0
4140,5742,0
4141,19812,0
4142,10308,0
4143,16470,0
4144,17240,1
4145,765,0
4146,4764,0
4147,11605,0
4148,6470,0
4149,7853,0
4150,6058,1
4151,7342,0
4152,3743,0
4153,4238,0
4154,15500,0
4155,6410,0
4156,8260,1
4157,14319,0
4158,16846,0
4159,8916,0
4160,14151,0
4161,11452,1
4162,8033,0
4163,6668,0
4164,1676,0
4165,10432,0
4166,8278,0
4167,11634,0
4168,12513,0
4169,1122,0
4170,17931,0
4171,17977,0
4172,7312,0
4173,5494,1
4174,11569,0
4175,14060,0
4176,12838,0
4177,1458,0
4178,16246,0
4179,11719,0
4180,5012,0
4181,7664,1
4182,2820,1
4183,7663,0
4184,10552,0
4185,5605,0
4186,4731,0
4187,7587,0
4188,13893,1
4189,11581,0
4190,12546,0
4191,18035,1
4192,4407,0
4193,4285,0
4194,12806,1
4195,18186,0
4196,2774,0
4197,2016,0
4198,8497,1
4199,6592,0
4200,288,0
4201,8849,0
4202,9311,0
4203,11375,0
4204,3175,0
4205,14596,0
4206,1901,0
4207,16997,1
4208,16796,1
4209,15259,0
4210,5029,1
4211,9296,1
4212,18667,0
4213,13889,0
4214,16966,1
4215,10617,0
4216,17566,1
4217,8126,0
4218,17278,0
4219,17984,0
4220,11173,0
4221,14793,0
4222,14316,0
4223,15721,0
4224,10742,1
4225,5077,0
4226,9522,1
4227,16766,1
4228,16513,0
4229,13787,0
4230,4891,1
4231,19254,0
4232,8837,1
4233,3946,0
4234,8618,0
4235,11963,1
4236,4713,0
4237,7252,1
4238,10204,0
4239,17693,0
4240,15660,1
4241,17194,0
4242,10825,0
4243,15652,1
4244,11909,0
4245,18015,0
4246,9479,0
4247,9266,0
4248,17248,0
4249,15756,1
4250,8505,1
4251,11036,0
4252,4990,0
4253,4673,1
4254,2256,0
4255,16990,0
4256,16011,0
4257,3477,0
4258,16763,0
4259,1627,0
4260,17272,0
4261,13369,1
4262,11433,0
4263,15887,0
4264,6670,0
4265,19966,0
4266,10241,0
4267,14488,0
4268,13715,0
4269,5266,0
4270,10016,0
4271,10674,0
4272,9313,1
4273,503,0
4274,18565,1
4275,13912,0
4276,6986,1
4277,14355,0
4278,3000,0
4279,209,0
4280,6198,0
4281,5262,1
4282,16426,1
4283,8596,0
4284,12626,0
4285,15475,0
4286,13667,0
4287,16173,1
4288,3349,0
4289,15662,0
4290,10418,1
4291,7133,0
4292,6071,0
4293,18387,1
4294,6321,1
4295,16138,0
4296,3708,0
4297,14769,1
4298,15028,0
4299,4958,0
4300,13039,0
4301,1832,1
4302,10239,1
4303,6368,0
4304,18257,1
4305,18232,1
4306,16996,0
4307,8463,1
4308,3661,0
4309,2821,0
4310,13289,1
4311,11130,0
4312,9212,1
4313,1846,0
4314,6242,0
4315,742,0
4316,4593,0
4317,9785,1
4318,9547,0
4319,10115,1
4320,2327,1
4321,9194,0
4322,10553,0
4323,16128,0
4324,9203,0
4325,10675,0
4326,13928,0
4327,14245,0
4328,7379,0
4329,13170,0
4330,9619,0
4331,6700,0
4332,13437,1
4333,19142,1
4334,10537,1
4335,8764,0
4336,449,0
4337,9378,0
4338,241,0
4339,13509,0
4340,17081,0
4341,16159,0
4342,9605,0
4343,61,0
4344,12141,1
4345,15813,1
4346,8514,0
4347,16822,0
4348,6152,0
4349,10121,1
4350,11325,0
4351,3626,0
4352,10064,0
4353,10733,0
4354,19600,0
4355,708,0
4356,2547,0
4357,6085,0
4358,1500,0
4359,3143,0
4360,1645,1
4361,5775,0
4362,5336,0
4363,10855,0
4364,14239,0
4365,282,0
4366,15293,1
4367,15055,0
4368,13760,0
4369,16106,0
4370,7477,0
4371,6229,0
4372,9869,0
4373,10517,1
4374,14113,0
4375,4806,0
4376,19574,0
4377,6508,1
4378,19828,1
4379,6387,0
4380,1269,0
4381,17552,1
4382,10590,0
4383,2417,0
4384,16530,0
4385,4783,0
4386,13906,0
4387,9564,0
4388,17113,0
4389,13222,0
4390,5215,0
4391,1606,0
4392,5797,0
4393,11632,0
4394,17958,0
4395,7887,0
4396,8210,0
4397,2326,0
4398,3480,0
4399,13618,1
4400,11455,0
4401,9682,1
4402,17452,0
4403,1718,0
4404,9493,0
4405,1780,0
4406,11496,1
4407,11397,0
4408,14939,1
4409,2413,0
4410,18564,0
4411,15640,0
4412,2380,1
4413,15363,0
4414,16427,0
4415,11665,1
4416,16118,0
4417,13560,1
4418,19410,0
4419,12293,0
4420,599,0
4421,5528,1
4422,1452,0
4423,8196,0
4424,13488,1
4425,12186,0
4426,13256,0
4427,17597,0
4428,16456,0
4429,18855,0
4430,2850,0
4431,16350,0
4432,6871,1
4433,15217,0
4434,9496,1
4435,18488,0
4436,14934,0
4437,19850,0
4438,9880,0
4439,5696,0
4440,7712,0
4441,9829,0
4442,7389,0
4443,14199,0
4444,11917,1
4445,3209,1
4446,7495,0
4447,430,0
4448,11549,0
4449,2553,0
4450,6946,1
4451,18042,1
4452,14461,1
4453,17501,1
4454,6870,1
4455,6473,1
4456,17134,1
4457,330,0
4458,12465,0
4459,1471,0
4460,3844,0
4461,2406,0
4462,13830,0
4463,9541,0
4464,6303,0
4465,10530,0
4466,305,0
4467,17768,0
4468,10030,1
4469,13978,0
4470,14977,0
4471,18806,0
4472,13939,0
4473,18354,0
4474,13980,0
4475,17730,1
4476,806,0
4477,19906,0
4478,4584,0
4479,11072,0
4480,14903,0
4481,9835,0
4482,17400,0
4483,17202,0
4484,16238,1
4485,7430,0
4486,3009,0
4487,16221,0
4488,9865,1
4489,17715,0
4490,14393,0
4491,18600,0
4492,15741,0
4493,2089,0
4494,15775,1
4495,427,1
4496,3969,0
4497,7258,0
4498,11351,0
4499,17664,1
4500,2458,0
4501,5441,0
4502,10963,0
4503,13700,0
4504,5894,0
4505,1236,0
4506,18298,0
4507,1353,0
4508,9397,0
4509,5462,1
4510,9290,0
4511,12658,0
4512,9447,0
4513,17618,0
4514,11785,1
4515,10080,0
4516,4359,0
4517,13510,0
4518,19949,0
4519,18139,0
4520,233,0
4521,6947,0
4522,7655,0
4523,8327,0
4524,15095,0
4525,3699,0
4526,8200,0
4527,4367,0
4528,9953,0
4529,12332,0
4530,18668,1
4531,3803,0
4532,11040,1
4533,5194,1
4534,17902,1
4535,16383,1
4536,9689,1
4537,2399,1
4538,2742,0
4539,6795,0
4540,3305,1
4541,3074,0
4542,1626,0
4543,9740,0
4544,8822,0
4545,6501,0
4546,14830,0
4547,6907,0
4548,15423,1
4549,17565,1
4550,4414,0
4551,16432,0
4552,5568,0
4553,8970,1
4554,13111,0
4555,17418,1
4556,14082,0
4557,1714,1
4558,17017,0
4559,11866,0
4560,12191,0
4561,2895,1
4562,17173,0
4563,9752,1
4564,16675,0
4565,12068,1
4566,1949,0
4567,19627,1
4568,9335,0
4569,2192,0
4570,4139,0
4571,9981,1
4572,4451,0
4573,1050,0
4574,344,0
4575,956,1
4576,12748,1
4577,16588,0
4578,4507,0
4579,12528,0
4580,4378,0
4581,14792,0
4582,10724,0
4583,6858,0
4584,11456,0
4585,3008,0
4586,16758,0
4587,15384,0
4588,14675,0
4589,12022,0
4590,4658,0
4591,3966,0
4592,18340,1
4593,16887,0
4594,6239,1
4595,6252,1
4596,1594,0
4597,15679,1
4598,2711,0
4599,17211,1
4600,9089,0
4601,4747,0
4602,9606,0
4603,19864,0
4604,1900,0
4605,17972,1
4606,15820,0
4607,1461,0
4608,882,0
4609,3871,0
4610,9099,0
4611,2141,1
4612,12883,0
4613,15323,0
4614,4224,0
4615,15975,0
4616,5230,1
4617,19978,0
4618,16794,1
4619,1473,0
4620,642,0
4621,11925,0
4622,8516,0
4623,16836,0
4624,15237,1
4625,11419,0
4626,19784,1
4627,7253,1
4628,9398,0
4629,13590,0
4630,12801,0
4631,5835,0
4632,2006,0
4633,18731,0
4634,13158,0
4635,15953,0
4636,16844,0
4637,11725,0
4638,11148,1
4639,17982,0
4640,12792,0
4641,6826,0
4642,15736,0
4643,16589,1
4644,19075,1
4645,15586,0
4646,18233,0
4647,15199,0
4648,5143,0
4649,1042,0
4650,12607,0
4651,16206,0
4652,16797,0
4653,3816,0
4654,4703,0
4655,12925,0
4656,13014,0
4657,3929,0
4658,17130,0
4659,6271,0
4660,12670,0
4661,4043,0
4662,11465,0
4663,17160,0
4664,5031,1
4665,16569,1
4666,1485,0
4667,6262,1
4668,12803,1
4669,11798,0
4670,10658,0
4671,19061,0
4672,18314,0
4673,16830,0
4674,17960,0
4675,10672,0
4676,4865,0
4677,10785,1
4678,17595,0
4679,17660,1
4680,7951,0
4681,8811,0
4682,12808,0
4683,3519,1
4684,6867,1
4685,4848,0
4686,14435,0
4687,12856,0
4688,7243,0
4689,14466,0
4690,14189,0
4691,17681,0
4692,6791,0
4693,564,0
4694,11528,0
4695,1394,0
4696,8099,1
4697,9087,0
4698,15734,1
4699,11264,0
4700,7338,0
4701,17665,1
4702,15234,0
4703,2329,0
4704,14984,0
4705,816,0
4706,18594,0
4707,11268,0
4708,240,0
4709,16208,0
4710,8950,0
4711,9719,0
4712,14436,0
4713,12485,0
4714,12081,0
4715,11784,1
4716,6756,0
4717,4117,0
4718,10146,1
4719,7986,0
4720,13118,1
4721,13114,0
4722,15878,0
4723,9645,0
4724,17659,0
4725,13082,0
4726,8152,0
4727,10357,1
4728,17286,1
4729,11118,1
4730,4598,0
4731,15141,0
4732,16409,1
4733,14412,0
4734,8171,0
4735,7889,1
4736,2728,0
4737,7013,0
4738,304,0
4739,10417,0
4740,6043,0
4741,2984,0
4742,2722,0
4743,14047,1
4744,2483,0
4745,11923,0
4746,18235,0
4747,17653,0
4748,3994,1
4749,9794,1
4750,1372,0
4751,729,0
4752,15808,0
4753,7098,0
4754,1308,0
4755,8491,1
4756,12173,0
4757,15474,1
4758,17349,0
4759,2335,1
4760,4909,0
4761,18820,1
4762,13779,1
4763,929,1
4764,15137,0
4765,5279,0
4766,3501,0
4767,14018,0
4768,14773,0
4769,16185,0
4770,19315,0
4771,9101,0
4772,18772,1
4773,17395,0
4774,8590,0
4775,3496,0
4776,16608,1
4777,15348,1
4778,3841,1
4779,17863,1
4780,7593,0
4781,18144,0
4782,13352,0
4783,12380,0
4784,13538,0
4785,973,0
4786,11292,0
4787,1797,0
4788,11091,0
4789,1169,1
4790,10459,0
4791,10522,1
4792,8882,0
4793,18814,0
4794,4498,0
4795,10063,0
4796,4360,0
4797,19084,1
4798,16021,0
4799,16652,0
4800,3034,0
4801,1704,0
4802,6617,0
4803,10389,0
4804,10433,0
4805,15405,1
4806,572,0
4807,12560,0
4808,1997,0
4809,13389,0
4810,13774,1
4811,4211,1
4812,14855,0
4813,14842,0
4814,7450,0
4815,8431,0
4816,13026,0
4817,10758,0
4818,2945,1
4819,3632,0
4820,7982,0
4821,2929,0
4822,15078,0
4823,16924,0
4824,17455,0
4825,13209,0
4826,11495,1
4827,5003,0
4828,17157,0
4829,1199,1
4830,7080,0
4831,17109,0
4832,14320,1
4833,10811,1
4834,13097,0
4835,4052,0
4836,14766,0
4837,5424,0
4838,5450,0
4839,10032,0
4840,3779,0
4841,16748,0
4842,17853,0
4843,11417,0
4844,5085,0
4845,3913,0
4846,16298,0
4847,13478,0
4848,6845,0
4849,1427,0
4850,4576,0
4851,13460,0
4852,11645,0
4853,1971,0
4854,15768,0
4855,16659,0
4856,10157,0
4857,890,1
4858,7848,0
4859,6360,0
4860,12766,0
4861,17353,0
4862,9443,0
4863,15543,0
4864,7813,0
4865,19624,0
4866,9573,0
4867,13479,0
4868,8272,0
4869,8192,0
4870,15575,0
4871,18757,1
4872,11203,0
4873,4240,0
4874,7539,0
4875,3340,0
4876,4408,0
4877,1151,0
4878,6958,0
4879,16015,0
4880,18800,1
4881,1937,0
4882,9305,1
4883,10657,1
4884,8181,0
4885,18898,1
4886,1625,0
4887,2686,1
4888,6084,0
4889,2512,0
4890,2451,0
4891,11252,0
4892,5795,0
4893,3725,0
4894,14365,0
4895,14147,0
4896,5350,0
4897,18646,1
4898,918,1
4899,7412,0
4900,10311,0
4901,11531,0
4902,14965,1
4903,8203,1
4904,17097,0
4905,12581,0
4906,1760,1
4907,5467,0
4908,7215,0
4909,11936,0
4910,3214,0
4911,391,0
4912,432,0
4913,18011,0
4914,3949,0
4915,16959,0
4916,1081,0
4917,7105,0
4918,17390,0
4919,16999,1
4920,11765,1
4921,11624,0
4922,1457,0
4923,14438,1
4924,8536,0
4925,2227,0
4926,4126,1
4927,62,0
4928,11218,0
4929,16665,1
4930,14370,0
4931,17649,0
4932,14887,1
4933,12994,1
4934,7019,0
4935,8077,0
4936,779,0
4937,5198,0
4938,18566,0
4939,5796,0
4940,13745,0
4941,8283,0
4942,15335,0
4943,15413,0
4944,11793,0
4945,14857,0
4946,13813,1
4947,2427,0
4948,14628,0
4949,8270,0
4950,4569,1
4951,18942,0
4952,13483,0
4953,8466,0
4954,12696,0
4955,14217,0
4956,12012,0
4957,1194,0
4958,1826,0
4959,12106,0
4960,13838,1
4961,2155,0
4962,53,0
4963,13874,0
4964,6125,0
4965,19060,1
4966,12043,0
4967,19820,0
4968,3851,0
4969,18885,0
4970,10848,0
4971,1852,0
4972,2569,0
4973,15503,1
4974,12436,0
4975,11882,0
4976,4455,0
4977,14118,0
4978,5776,0
4979,18481,0
4980,19056,0
4981,4553,0
4982,6459,0
4983,2331,0
4984,16802,0
4985,12633,1
4986,11939,0
4987,12683,0
4988,269,0
4989,8006,0
4990,4064,0
4991,19130,0
4992,12735,1
4993,19898,0
4994,11893,1
4995,7855,0
4996,4147,0
4997,13017,0
4998,11804,1
4999,9853,0
5000,11880,0
5001,3093,1
5002,1131,0
5003,6716,0
5004,12019,1
5005,16356,0
5006,235,0
5007,3180,0
5008,19385,0
5009,8042,0
5010,17200,0
5011,1102,0
5012,14811,0
5013,15695,0
5014,6828,0
5015,2221,0
5016,4563,0
5017,16081,0
5018,12558,0
5019,18445,0
5020,2604,0
5021,15623,0
5022,2376,0
5023,16981,1
5024,8540,0
5025,8383,0
5026,9933,0
5027,19048,0
5028,12616,0
5029,15686,0
5030,16750,0
5031,1776,0
5032,3196,0
5033,868,0
5034,17905,1
5035,16364,0
5036,1503,1
5037,19798,0
5038,10102,0
5039,12832,1
5040,18913,0
5041,3724,0
5042,9542,0
5043,19148,1
5044,14529,0
5045,19211,0
5046,11386,0
5047,15144,1
5048,10431,0
5049,16979,1
5050,11767,0
5051,17131,1
5052,12989,0
5053,1009,0
5054,14233,1
5055,14489,1
5056,6734,0
5057,8240,0
5058,6821,0
5059,19110,0
5060,19646,0
5061,1476,0
5062,2974,0
5063,16832,0
5064,16668,0
5065,3863,0
5066,1548,0
5067,18291,0
5068,13742,0
5069,362,0
5070,12976,1
5071,1037,0
5072,10917,0
5073,4625,0
5074,1183,0
5075,1117,0
5076,5329,1
5077,6403,0
5078,4987,1
5079,9435,1
5080,4517,0
5081,16586,1
5082,12490,0
5083,11326,0
5084,4997,0
5085,10135,0
5086,5452,0
5087,4438,0
5088,15673,0
5089,7268,0
5090,3032,0
5091,4515,0
5092,19102,1
5093,303,0
5094,14330,1
5095,15184,0
5096,16873,0
5097,1489,1
5098,18009,0
5099,2585,0
5100,4262,0
5101,9444,1
5102,8478,0
5103,10526,0
5104,14360,0
5105,7296,1
5106,4035,0
5107,10039,0
5108,1724,1
5109,4114,1
5110,901,0
5111,10136,1
5112,5666,0
5113,11229,0
5114,301,0
5115,93,0
5116,15401,0
5117,17759,1
5118,1064,1
5119,10475,0
5120,6710,0
5121,4194,0
5122,14331,0
5123,18749,0
5124,3980,0
5125,17979,1
5126,4745,0
5127,19565,0
5128,13360,0
5129,12057,0
5130,13771,0
5131,6297,0
5132,7603,1
5133,13523,0
5134,18834,1
5135,12091,0
5136,11067,0
5137,7335,0
5138,15489,0
5139,363,0
5140,6869,1
5141,15230,0
5142,8521,1
5143,16550,0
5144,7102,0
5145,8880,0
5146,5749,0
5147,2105,0
5148,10661,0
5149,14799,1
5150,14038,0
5151,8301,0
5152,10964,0
5153,4350,0
5154,9929,0
5155,3734,1
5156,12339,1
5157,17831,0
5158,4597,0
5159,2322,0
5160,15381,0
5161,13503,1
5162,9967,0
5163,18174,0
5164,6987,0
5165,7262,1
5166,3789,0
5167,8904,1
5168,12046,1
5169,7771,1
5170,1200,0
5171,9971,0
5172,4056,0
5173,12669,1
5174,10074,0
5175,3720,0
5176,1278,0
5177,16935,0
5178,9427,1
5179,19914,0
5180,10130,0
5181,9422,0
5182,14117,1
5183,9961,1
5184,15826,0
5185,16693,0
5186,13744,0
5187,19103,0
5188,1225,1
5189,4143,1
5190,11522,0
5191,5218,0
5192,14980,0
5193,16212,0
5194,7437,0
5195,11521,1
5196,13186,0
5197,11696,1
5198,11149,1
5199,8239,1
5200,5367,0
5201,18713,0
5202,9407,1
5203,11402,0
5204,6609,1
5205,16795,0
5206,3840,0
5207,8082,0
5208,7184,0
5209,7742,0
5210,5291,0
5211,14283,0
5212,3559,0
5213,5195,1
5214,13644,1
5215,6569,0
5216,13708,1
5217,15315,0
5218,14267,0
5219,3280,0
5220,10685,0
5221,5010,0
5222,8178,0
5223,18308,0
5224,3983,1
5225,18624,1
5226,9958,0
5227,4954,0
5228,14453,0
5229,10162,0
5230,4415,0
5231,11304,0
5232,18310,0
5233,17168,1
5234,6436,0
5235,8014,1
5236,14490,1
5237,16217,0
5238,14064,0
5239,586,0
5240,4119,0
5241,11940,0
5242,9519,0
5243,13504,1
5244,16119,0
5245,5652,1
5246,8545,0
5247,7681,1
5248,1775,1
5249,3581,0
5250,7637,0
5251,12740,0
5252,9702,1
5253,15079,0
5254,10455,0
5255,4562,0
5256,4456,1
5257,14088,0
5258,1918,0
5259,2169,0
5260,1879,0
5261,9686,0
5262,6471,0
5263,8877,1
5264,13651,0
5265,7943,0
5266,5516,0
5267,1059,0
5268,14825,0
5269,17056,0
5270,6350,1
5271,16909,0
5272,8104,1
5273,1849,0
5274,14926,0
5275,4189,0
5276,2435,0
5277,11854,1
5278,17657,0
5279,4560,1
5280,18972,1
5281,1209,0
5282,6081,1
5283,15209,0
5284,15638,0
5285,18426,0
5286,6685,0
5287,4758,0
5288,5063,0
5289,9057,0
5290,11955,0
5291,16711,1
5292,13381,0
5293,7007,0
5294,12361,1
5295,5460,0
5296,437,0
5297,18138,0
5298,9440,1
5299,2324,0
5300,3061,0
5301,9610,1
5302,9245,0
5303,401,0
5304,6988,0
5305,17244,1
5306,7654,0
5307,17425,0
5308,6780,1
5309,1526,0
5310,234,0
5311,15574,0
5312,17112,0
5313,5519,1
5314,5134,0
5315,15958,0
5316,18086,0
5317,13485,0
5318,5737,0
5319,17600,0
5320,2678,0
5321,18153,1
5322,18189,0
5323,5163,1
5324,4501,0
5325,5388,0
5326,18927,0
5327,4354,0
5328,18974,0
5329,17090,0
5330,18864,0
5331,14775,0
5332,17924,0
5333,14833,0
5334,9075,0
5335,16195,0
5336,17376,0
5337,7490,1
5338,7146,0
5339,6346,1
5340,11426,1
5341,17270,0
5342,17701,0
5343,9066,0
5344,17184,0
5345,17962,0
5346,13188,0
5347,15319,0
5348,8738,0
5349,13971,1
5350,15436,0
5351,16399,0
5352,15583,0
5353,17866,0
5354,2090,0
5355,10541,0
5356,17690,0
5357,8149,0
5358,11873,0
5359,2379,0
5360,8471,1
5361,11427,0
5362,9155,0
5363,13767,0
5364,13811,0
5365,13940,0
5366,19678,0
5367,15022,1
5368,8102,0
5369,8648,0
5370,17937,0
5371,17463,0
5372,5228,0
5373,9330,0
5374,18471,0
5375,13187,0
5376,14555,1
5377,13962,0
5378,2295,0
5379,17133,1
5380,10284,0
5381,4798,1
5382,6713,0
5383,8972,0
5384,12008,0
5385,8762,0
5386,12628,1
5387,16574,0
5388,4086,1
5389,10915,0
5390,2167,0
5391,7141,0
5392,14650,0
5393,18833,0
5394,11379,1
5395,4499,0
5396,13896,0
5397,6706,0
5398,7721,1
5399,17289,1
5400,10905,1
