,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
4042,18602,2014,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,2,1939.0,0.0,   7,13206
4043,14989,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2315.0,1,1988.0,0.0,   .,33011
4044,15581,2012,"0,74863388",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,300.0,1,1960.0,0.6,   2,91657
4045,5028,2014,"0,443835616",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,345.0,2,1960.0,0.0,   .,13205
4046,11391,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3451.0,2,2000.0,0.6,   2,40065
4047,19339,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,880.0,2,1960.0,0.3,   4,66130
4048,14110,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,3,1980.0,0.0,   .,93066
4049,3284,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,250.0,3,1910.0,0.0,   6,83137
4050,16805,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,550.0,2,1979.0,0.3,   3,77514
4051,4417,2015,"0,832876712",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,953.0,2,1988.0,0.0,   .,40284
4052,18675,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1400.0,3,1986.0,0.0,   3,67482
4053,6745,2013,"0,8",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7055.0,2,1980.0,0.0,   .,38563
4054,2008,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1320.0,3,1960.0,0.0,   .,38185
4055,680,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,316.0,4,,0.0,   .,75118
4056,2877,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,2,1970.0,0.0,   3,77333
4057,12285,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,2,1960.0,0.0,   .,13207
4058,15596,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4207.0,3,2009.0,0.0,   4,2B033
4059,16970,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,200.0,2,1930.0,0.6,   2,51454
4060,5764,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1750.0,1,1970.0,0.6,   4,74256
4061,15388,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450.0,4,1960.0,0.0,   4,06104
4062,17226,2016,1,0,V,N,1,O,1,N,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,480.0,1,1850.0,0.0,   4,10387
4063,12143,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1090.0,2,1958.0,0.6,   5,13201
4064,19070,2016,"0,994535519",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3768.0,1,2012.0,0.3,   5,54323
4065,14975,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1020.0,2,1960.0,0.0,   .,90010
4066,12675,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3241.0,3,1980.0,0.0,   .,93031
4067,14338,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,2,1980.0,0.0,   .,78245
4068,18311,2016,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,4650.0,1,1960.0,0.0,   5,13001
4069,5247,2016,"0,920765027",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,1960.0,0.0,   .,38081
4070,5965,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,930.0,3,1960.0,0.0,   .,92004
4071,19462,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2444.0,1,1970.0,0.6,   5,02059
4072,17162,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,400.0,1,1850.0,0.0,   5,10387
4073,7839,2014,"0,580821918",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,100.0,2,1988.0,0.0,   .,83065
4074,3688,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2738.0,2,,0.0,   .,26362
4075,12409,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,8084.0,2,2007.0,0.6,   3,31396
4076,19126,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2240.0,1,1982.0,0.3,   4,13004
4077,5428,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,644.0,2,1960.0,0.0,   .,69266
4078,2916,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,30189
4079,18215,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1768.0,2,1993.0,0.0,   5,57463
4080,8539,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,5500.0,4,1973.0,0.0,   4,06004
4081,14704,2013,"0,745205479",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1988.0,0.0,   .,57227
4082,12017,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,960.0,1,1930.0,0.6,   3,87085
4083,6530,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,746.0,1,,0.0,   .,74169
4084,1830,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,820.0,1,1960.0,0.0,   4,88408
4085,14959,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2200.0,2,,0.0,   .,57463
4086,13649,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2217.0,1,1900.0,0.6,   4,43157
4087,19316,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,900.0,1,1920.0,0.3,   5,03310
4088,1048,2014,"0,915068493",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,2,1960.0,0.0,   .,62108
4089,14676,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,150.0,2,1940.0,0.6,   3,76259
4090,11400,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,2,1960.0,0.0,   .,13204
4091,7341,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,476.0,4,1900.0,0.6,   4,06088
4092,15097,2016,"0,967213115",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1580.0,2,1970.0,0.0,   4,76259
4093,9403,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,360.0,1,,0.0,   .,91425
4094,4566,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,4,,0.0,   .,75115
4095,14745,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,446.0,2,1980.0,0.0,   .,21231
4096,3407,2013,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,350.0,3,1900.0,0.3,   3,94080
4097,1899,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,448.0,1,1955.0,0.0,   3,74056
4098,3741,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,3,,0.0,   .,33063
4099,6090,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2400.0,2,,0.0,   .,51454
4100,378,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5000.0,1,1980.0,0.0,   .,36044
4101,11534,2014,"0,567123288",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,950.0,2,2007.0,0.3,   3,67156
4102,1114,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,168.0,2,1960.0,0.0,   .,95205
4103,17740,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2100.0,4,1900.0,0.0,   4,75113
4104,4740,2012,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,400.0,2,1950.0,0.3,   3,34324
4105,16703,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,225.0,2,1950.0,0.0,   2,60450
4106,9915,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,660.0,2,1900.0,0.6,   5,90010
4107,3669,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1093.0,2,1960.0,0.0,   .,42218
4108,11583,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,4,1900.0,V,   .,
4109,10532,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580.0,2,1960.0,0.0,   .,90010
4110,15637,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,750.0,2,1977.0,0.0,   3,83129
4111,2630,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2414.0,2,1960.0,0.0,   .,44109
4112,19006,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2200.0,4,1904.0,0.0,   7,75118
4113,18700,2012,"0,75136612",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3200.0,2,2000.0,0.0,   4,78621
4114,3574,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820.0,3,1960.0,0.0,   .,92051
4115,17761,2013,"0,819178082",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1800.0,1,1930.0,0.0,   4,49007
4116,6013,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88196
4117,647,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,4,1960.0,0.0,   .,06088
4118,4290,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2880.0,1,1999.0,0.6,   5,13086
4119,16348,2012,1,0,V,N,1,O,2,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,400.0,1,1900.0,0.0,   3,54547
4120,17094,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1500.0,3,1980.0,0.3,   7,2A004
4121,11789,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,295.0,2,1960.0,0.0,   .,13205
4122,3515,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,185.0,3,1960.0,0.0,   .,83137
4123,18574,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800.0,3,2012.0,0.3,   1,2A247
4124,5404,2012,"0,163934426",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,390.0,1,1960.0,0.0,   .,13004
4125,5917,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,516.0,3,1980.0,0.0,   .,94046
4126,16939,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2051.0,2,1990.0,0.3,   2,66182
4127,10067,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,935.0,2,1945.0,0.3,   3,68224
4128,4784,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7988.0,1,1980.0,0.0,   .,63124
4129,5464,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,1,1980.0,0.0,   .,05110
4130,3947,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,575.0,2,1960.0,0.0,   .,68149
4131,11927,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,1,1930.0,0.6,   4,13004
4132,18037,2014,"0,235616438",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5350.0,1,1978.0,0.0,   5,27229
4133,16228,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1260.0,3,1991.0,0.0,   5,64483
4134,19341,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2300.0,3,1986.0,0.0,   7,2A004
4135,8601,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,245.0,4,,0.0,   .,06029
4136,8024,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1381.0,1,,0.0,   .,35288
4137,672,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,1960.0,0.0,   .,76351
4138,1877,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,1,520.0,1,1965.0,0.6,   4,74056
4139,14982,2015,"0,95890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1980.0,0.0,   .,14338
4140,5742,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2000.0,2,1960.0,0.3,   4,77186
4141,19812,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,780.0,2,2015.0,0.6,   3,13207
4142,10308,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13204
4143,16470,2015,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,845.0,3,1980.0,0.0,   4,92035
4144,17240,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,3,1850.0,0.3,   5,92063
4145,765,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,921.0,1,1955.0,0.0,   4,86194
4146,4764,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972.0,2,1960.0,0.0,   .,13001
4147,11605,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,4,,0.0,   .,75120
4148,6470,2012,"0,581967213",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,132.0,2,1980.0,0.0,   .,13202
4149,7853,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1145.0,1,1988.0,0.0,   .,13097
4150,6058,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,4,1960.0,0.0,   .,06048
4151,7342,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,476.0,4,1900.0,0.6,   4,06088
4152,3743,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,684.0,1,,0.0,   .,42187
4153,4238,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1920.0,2,1960.0,0.0,   .,13209
4154,15500,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,320.0,2,2009.0,0.3,   2,30344
4155,6410,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1922.0,1,1988.0,0.0,   .,73087
4156,8260,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1690.0,3,1800.0,0.0,   7,2B033
4157,14319,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1980.0,0.0,   .,38151
4158,16846,2013,"0,098630137",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1600.0,2,1914.0,0.0,   6,57463
4159,8916,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,900.0,4,1960.0,0.6,   6,06083
4160,14151,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,4,1980.0,0.0,   .,06088
4161,11452,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3116.0,2,1988.0,0.0,   .,83009
4162,8033,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1932.0,1,1980.0,0.0,   .,35288
4163,6668,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,1,1980.0,0.0,   .,86194
4164,1676,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,853.0,2,1900.0,0.3,   4,69091
4165,10432,2015,"0,161643836",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000.0,2,1998.0,0.6,   8,76351
4166,8278,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2138.0,3,,0.0,   .,2B050
4167,11634,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1485.0,2,1988.0,0.0,   .,13001
4168,12513,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,2,1960.0,0.0,   .,13204
4169,1122,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1960.0,0.0,   .,13207
4170,17931,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3276.0,2,2011.0,0.0,   5,31555
4171,17977,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300.0,2,1900.0,0.3,   3,26198
4172,7312,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220.0,2,1980.0,0.0,   .,62826
4173,5494,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1300.0,2,1990.0,0.6,   6,30133
4174,11569,2013,"0,698630137",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,413.0,4,1960.0,0.3,   2,06085
4175,14060,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,560.0,3,1980.0,0.0,   .,64483
4176,12838,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10.0,2,1980.0,0.0,   .,34108
4177,1458,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,165.0,2,1980.0,0.0,   .,21231
4178,16246,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1484.0,4,1960.0,0.0,   5,75106
4179,11719,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,,0.0,   .,13206
4180,5012,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,4601.0,2,,0.0,   .,29232
4181,7664,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5400.0,2,1920.0,0.0,   5,13206
4182,2820,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1100.0,2,1960.0,2.0,   4,62160
4183,7663,2014,"0,838356164",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,285.0,2,1960.0,0.0,   .,83061
4184,10552,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,1,700.0,2,,0.0,   .,51454
4185,5605,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,950.0,2,1900.0,0.3,   3,30189
4186,4731,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,980.0,4,1997.0,0.0,   7,75103
4187,7587,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050.0,1,1980.0,0.0,   .,63308
4188,13893,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4432.0,2,1988.0,0.0,   .,59378
4189,11581,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,335.0,1,1960.0,0.0,   .,13900
4190,12546,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,1,1960.0,0.0,   .,13021
4191,18035,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,9182.0,3,1974.0,0.0,   8,59350
4192,4407,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,724.0,1,1988.0,0.0,   .,74094
4193,4285,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325.0,3,1960.0,0.0,   .,54395
4194,12806,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4431.0,2,1980.0,0.0,   .,26198
4195,18186,2012,"0,822404372",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3750.0,1,1978.0,0.0,   5,33063
4196,2774,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,140.0,2,1930.0,0.0,   2,34172
4197,2016,2012,"0,330601093",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,990.0,2,1960.0,0.0,   .,29019
4198,8497,2014,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,870.0,4,,0.0,   .,06029
4199,6592,2013,"0,890410959",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,64122
4200,288,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1660.0,2,1980.0,0.0,   .,14327
4201,8849,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2860.0,4,1990.0,0.0,   6,06083
4202,9311,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,688.0,3,,0.0,   .,94079
4203,11375,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,4,1960.0,0.0,   .,06012
4204,3175,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13201
4205,14596,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,333.0,3,1960.0,0.0,   .,92025
4206,1901,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750.0,4,1960.0,0.0,   .,06088
4207,16997,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1200.0,3,1960.0,0.0,   6,94067
4208,16796,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2175.0,3,1970.0,0.0,   5,94067
4209,15259,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400.0,2,2007.0,0.0,   2,40046
4210,5029,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,6417.0,2,1998.0,0.0,   2,64024
4211,9296,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620.0,4,,0.0,   .,75110
4212,18667,2012,"0,49726776",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2000.0,2,1950.0,0.0,   4,77243
4213,13889,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1126.0,2,1980.0,0.0,   .,83009
4214,16966,2015,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,820.0,4,1940.0,0.0,   6,75117
4215,10617,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480.0,2,1960.0,0.0,   .,13204
4216,17566,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,7750.0,2,1980.0,0.0,   4,30133
4217,8126,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,728.0,2,1900.0,0.0,   3,31299
4218,17278,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,250.0,1,1900.0,0.3,   1,91390
4219,17984,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1730.0,2,1984.0,0.0,   5,31555
4220,11173,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,920.0,1,1980.0,0.0,   .,58194
4221,14793,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,4,1980.0,0.0,   .,75112
4222,14316,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,770.0,1,1900.0,0.0,   5,43157
4223,15721,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,250.0,1,1980.0,0.0,   3,91174
4224,10742,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,360.0,1,2005.0,0.0,   2,05079
4225,5077,2012,"0,31147541",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1163.0,3,,0.0,   .,94052
4226,9522,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900.0,2,1960.0,0.0,   .,42218
4227,16766,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3411.0,3,2004.0,0.0,   5,94058
4228,16513,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,330.0,3,1920.0,0.0,   3,94003
4229,13787,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650.0,2,1960.0,0.0,   .,59328
4230,4891,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980.0,2,1960.0,0.0,   .,34032
4231,19254,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,530.0,2,2013.0,0.3,   2,83017
4232,8837,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,5500.0,4,1994.0,0.0,   7,06083
4233,3946,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,575.0,2,1960.0,0.0,   .,68149
4234,8618,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1050.0,1,1989.0,0.0,   3,07281
4235,11963,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2906.0,1,1988.0,0.0,   .,50565
4236,4713,2013,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,390.0,1,1980.0,0.0,   .,44184
